loc_inst_code,loc_type,x,y,z,width,depth,height,row_num,bay_num,level_num,address_label
A1-01078,A1,11390.0,0.0,650.0,120.0,650.0,130.0,1,68,6,R01-B068-L06
A1-01079,A1,11390.0,0.0,780.0,120.0,650.0,130.0,1,68,7,R01-B068-L07
A1-01080,A1,11390.0,0.0,910.0,120.0,650.0,130.0,1,68,8,R01-B068-L08
A1-01081,A1,11390.0,0.0,1040.0,120.0,650.0,130.0,1,68,9,R01-B068-L09
A1-01082,A1,11390.0,0.0,1170.0,120.0,650.0,130.0,1,68,10,R01-B068-L10
A1-01083,A1,11390.0,0.0,1300.0,120.0,650.0,130.0,1,68,11,R01-B068-L11
A1-01084,A1,11390.0,0.0,1430.0,120.0,650.0,130.0,1,68,12,R01-B068-L12
A1-01085,A1,11390.0,0.0,1560.0,120.0,650.0,130.0,1,68,13,R01-B068-L13
A1-01086,A1,11390.0,0.0,1690.0,120.0,650.0,130.0,1,68,14,R01-B068-L14
A1-01087,A1,11390.0,0.0,1820.0,120.0,650.0,130.0,1,68,15,R01-B068-L15
A1-01088,A1,11390.0,0.0,1950.0,120.0,650.0,130.0,1,68,16,R01-B068-L16
A1-01089,A1,11560.0,0.0,0.0,120.0,650.0,130.0,1,69,1,R01-B069-L01
A1-01090,A1,11560.0,0.0,130.0,120.0,650.0,130.0,1,69,2,R01-B069-L02
A1-01091,A1,11560.0,0.0,260.0,120.0,650.0,130.0,1,69,3,R01-B069-L03
A1-01092,A1,11560.0,0.0,390.0,120.0,650.0,130.0,1,69,4,R01-B069-L04
A1-01093,A1,11560.0,0.0,520.0,120.0,650.0,130.0,1,69,5,R01-B069-L05
A1-01094,A1,11560.0,0.0,650.0,120.0,650.0,130.0,1,69,6,R01-B069-L06
A1-01095,A1,11560.0,0.0,780.0,120.0,650.0,130.0,1,69,7,R01-B069-L07
A1-01096,A1,11560.0,0.0,910.0,120.0,650.0,130.0,1,69,8,R01-B069-L08
A1-01097,A1,11560.0,0.0,1040.0,120.0,650.0,130.0,1,69,9,R01-B069-L09
A1-01098,A1,11560.0,0.0,1170.0,120.0,650.0,130.0,1,69,10,R01-B069-L10
A1-01099,A1,11560.0,0.0,1300.0,120.0,650.0,130.0,1,69,11,R01-B069-L11
A1-01100,A1,11560.0,0.0,1430.0,120.0,650.0,130.0,1,69,12,R01-B069-L12
A1-01101,A1,11560.0,0.0,1560.0,120.0,650.0,130.0,1,69,13,R01-B069-L13
A1-01102,A1,11560.0,0.0,1690.0,120.0,650.0,130.0,1,69,14,R01-B069-L14
A1-01103,A1,11560.0,0.0,1820.0,120.0,650.0,130.0,1,69,15,R01-B069-L15
A1-01104,A1,11560.0,0.0,1950.0,120.0,650.0,130.0,1,69,16,R01-B069-L16
A1-01105,A1,11730.0,0.0,0.0,120.0,650.0,130.0,1,70,1,R01-B070-L01
A1-01106,A1,11730.0,0.0,130.0,120.0,650.0,130.0,1,70,2,R01-B070-L02
A1-01107,A1,11730.0,0.0,260.0,120.0,650.0,130.0,1,70,3,R01-B070-L03
A1-01108,A1,11730.0,0.0,390.0,120.0,650.0,130.0,1,70,4,R01-B070-L04
A1-01109,A1,11730.0,0.0,520.0,120.0,650.0,130.0,1,70,5,R01-B070-L05
A1-01110,A1,11730.0,0.0,650.0,120.0,650.0,130.0,1,70,6,R01-B070-L06
A1-01111,A1,11730.0,0.0,780.0,120.0,650.0,130.0,1,70,7,R01-B070-L07
A1-01112,A1,11730.0,0.0,910.0,120.0,650.0,130.0,1,70,8,R01-B070-L08
A1-01113,A1,11730.0,0.0,1040.0,120.0,650.0,130.0,1,70,9,R01-B070-L09
A1-01114,A1,11730.0,0.0,1170.0,120.0,650.0,130.0,1,70,10,R01-B070-L10
A1-01115,A1,11730.0,0.0,1300.0,120.0,650.0,130.0,1,70,11,R01-B070-L11
A1-01116,A1,11730.0,0.0,1430.0,120.0,650.0,130.0,1,70,12,R01-B070-L12
A1-01117,A1,11730.0,0.0,1560.0,120.0,650.0,130.0,1,70,13,R01-B070-L13
A1-01118,A1,11730.0,0.0,1690.0,120.0,650.0,130.0,1,70,14,R01-B070-L14
A1-01119,A1,11730.0,0.0,1820.0,120.0,650.0,130.0,1,70,15,R01-B070-L15
A1-01120,A1,11730.0,0.0,1950.0,120.0,650.0,130.0,1,70,16,R01-B070-L16
A1-01121,A1,11900.0,0.0,0.0,120.0,650.0,130.0,1,71,1,R01-B071-L01
A1-01122,A1,11900.0,0.0,130.0,120.0,650.0,130.0,1,71,2,R01-B071-L02
A1-01123,A1,11900.0,0.0,260.0,120.0,650.0,130.0,1,71,3,R01-B071-L03
A1-01124,A1,11900.0,0.0,390.0,120.0,650.0,130.0,1,71,4,R01-B071-L04
A1-01125,A1,11900.0,0.0,520.0,120.0,650.0,130.0,1,71,5,R01-B071-L05
A1-01126,A1,11900.0,0.0,650.0,120.0,650.0,130.0,1,71,6,R01-B071-L06
A1-01127,A1,11900.0,0.0,780.0,120.0,650.0,130.0,1,71,7,R01-B071-L07
A1-01128,A1,11900.0,0.0,910.0,120.0,650.0,130.0,1,71,8,R01-B071-L08
A1-01129,A1,11900.0,0.0,1040.0,120.0,650.0,130.0,1,71,9,R01-B071-L09
A1-01130,A1,11900.0,0.0,1170.0,120.0,650.0,130.0,1,71,10,R01-B071-L10
A1-01131,A1,11900.0,0.0,1300.0,120.0,650.0,130.0,1,71,11,R01-B071-L11
A1-01132,A1,11900.0,0.0,1430.0,120.0,650.0,130.0,1,71,12,R01-B071-L12
A1-01133,A1,11900.0,0.0,1560.0,120.0,650.0,130.0,1,71,13,R01-B071-L13
A1-01134,A1,11900.0,0.0,1690.0,120.0,650.0,130.0,1,71,14,R01-B071-L14
A1-01135,A1,11900.0,0.0,1820.0,120.0,650.0,130.0,1,71,15,R01-B071-L15
A1-01136,A1,11900.0,0.0,1950.0,120.0,650.0,130.0,1,71,16,R01-B071-L16
A1-01137,A1,12070.0,0.0,0.0,120.0,650.0,130.0,1,72,1,R01-B072-L01
A1-01138,A1,12070.0,0.0,130.0,120.0,650.0,130.0,1,72,2,R01-B072-L02
A1-01139,A1,12070.0,0.0,260.0,120.0,650.0,130.0,1,72,3,R01-B072-L03
A1-01140,A1,12070.0,0.0,390.0,120.0,650.0,130.0,1,72,4,R01-B072-L04
A1-01141,A1,12070.0,0.0,520.0,120.0,650.0,130.0,1,72,5,R01-B072-L05
A1-01142,A1,12070.0,0.0,650.0,120.0,650.0,130.0,1,72,6,R01-B072-L06
A1-01143,A1,12070.0,0.0,780.0,120.0,650.0,130.0,1,72,7,R01-B072-L07
A1-01144,A1,12070.0,0.0,910.0,120.0,650.0,130.0,1,72,8,R01-B072-L08
A1-01145,A1,12070.0,0.0,1040.0,120.0,650.0,130.0,1,72,9,R01-B072-L09
A1-01146,A1,12070.0,0.0,1170.0,120.0,650.0,130.0,1,72,10,R01-B072-L10
A1-01147,A1,12070.0,0.0,1300.0,120.0,650.0,130.0,1,72,11,R01-B072-L11
A1-01148,A1,12070.0,0.0,1430.0,120.0,650.0,130.0,1,72,12,R01-B072-L12
A1-01149,A1,12070.0,0.0,1560.0,120.0,650.0,130.0,1,72,13,R01-B072-L13
A1-01150,A1,12070.0,0.0,1690.0,120.0,650.0,130.0,1,72,14,R01-B072-L14
A1-01151,A1,12070.0,0.0,1820.0,120.0,650.0,130.0,1,72,15,R01-B072-L15
A1-01152,A1,12070.0,0.0,1950.0,120.0,650.0,130.0,1,72,16,R01-B072-L16
A1-01153,A1,12240.0,0.0,0.0,120.0,650.0,130.0,1,73,1,R01-B073-L01
A1-01154,A1,12240.0,0.0,130.0,120.0,650.0,130.0,1,73,2,R01-B073-L02
A1-01155,A1,12240.0,0.0,260.0,120.0,650.0,130.0,1,73,3,R01-B073-L03
A1-01156,A1,12240.0,0.0,390.0,120.0,650.0,130.0,1,73,4,R01-B073-L04
A1-01157,A1,12240.0,0.0,520.0,120.0,650.0,130.0,1,73,5,R01-B073-L05
A1-01158,A1,12240.0,0.0,650.0,120.0,650.0,130.0,1,73,6,R01-B073-L06
A1-01159,A1,12240.0,0.0,780.0,120.0,650.0,130.0,1,73,7,R01-B073-L07
A1-01160,A1,12240.0,0.0,910.0,120.0,650.0,130.0,1,73,8,R01-B073-L08
A1-01161,A1,12240.0,0.0,1040.0,120.0,650.0,130.0,1,73,9,R01-B073-L09
A1-01162,A1,12240.0,0.0,1170.0,120.0,650.0,130.0,1,73,10,R01-B073-L10
A1-01163,A1,12240.0,0.0,1300.0,120.0,650.0,130.0,1,73,11,R01-B073-L11
A1-01164,A1,12240.0,0.0,1430.0,120.0,650.0,130.0,1,73,12,R01-B073-L12
A1-01165,A1,12240.0,0.0,1560.0,120.0,650.0,130.0,1,73,13,R01-B073-L13
A1-01166,A1,12240.0,0.0,1690.0,120.0,650.0,130.0,1,73,14,R01-B073-L14
A1-01167,A1,12240.0,0.0,1820.0,120.0,650.0,130.0,1,73,15,R01-B073-L15
A1-01168,A1,12240.0,0.0,1950.0,120.0,650.0,130.0,1,73,16,R01-B073-L16
A1-01169,A1,12410.0,0.0,0.0,120.0,650.0,130.0,1,74,1,R01-B074-L01
A1-01170,A1,12410.0,0.0,130.0,120.0,650.0,130.0,1,74,2,R01-B074-L02
A1-01171,A1,12410.0,0.0,260.0,120.0,650.0,130.0,1,74,3,R01-B074-L03
A1-01172,A1,12410.0,0.0,390.0,120.0,650.0,130.0,1,74,4,R01-B074-L04
A1-01173,A1,12410.0,0.0,520.0,120.0,650.0,130.0,1,74,5,R01-B074-L05
A1-01174,A1,12410.0,0.0,650.0,120.0,650.0,130.0,1,74,6,R01-B074-L06
A1-01175,A1,12410.0,0.0,780.0,120.0,650.0,130.0,1,74,7,R01-B074-L07
A1-01176,A1,12410.0,0.0,910.0,120.0,650.0,130.0,1,74,8,R01-B074-L08
A1-01177,A1,12410.0,0.0,1040.0,120.0,650.0,130.0,1,74,9,R01-B074-L09
A1-01178,A1,12410.0,0.0,1170.0,120.0,650.0,130.0,1,74,10,R01-B074-L10
A1-01179,A1,12410.0,0.0,1300.0,120.0,650.0,130.0,1,74,11,R01-B074-L11
A1-01180,A1,12410.0,0.0,1430.0,120.0,650.0,130.0,1,74,12,R01-B074-L12
A1-01181,A1,12410.0,0.0,1560.0,120.0,650.0,130.0,1,74,13,R01-B074-L13
A1-01182,A1,12410.0,0.0,1690.0,120.0,650.0,130.0,1,74,14,R01-B074-L14
A1-01183,A1,12410.0,0.0,1820.0,120.0,650.0,130.0,1,74,15,R01-B074-L15
A1-01184,A1,12410.0,0.0,1950.0,120.0,650.0,130.0,1,74,16,R01-B074-L16
A1-01185,A1,12580.0,0.0,0.0,120.0,650.0,130.0,1,75,1,R01-B075-L01
A1-01186,A1,12580.0,0.0,130.0,120.0,650.0,130.0,1,75,2,R01-B075-L02
A1-01187,A1,12580.0,0.0,260.0,120.0,650.0,130.0,1,75,3,R01-B075-L03
A1-01188,A1,12580.0,0.0,390.0,120.0,650.0,130.0,1,75,4,R01-B075-L04
A1-01189,A1,12580.0,0.0,520.0,120.0,650.0,130.0,1,75,5,R01-B075-L05
A1-01190,A1,12580.0,0.0,650.0,120.0,650.0,130.0,1,75,6,R01-B075-L06
A1-01191,A1,12580.0,0.0,780.0,120.0,650.0,130.0,1,75,7,R01-B075-L07
A1-01192,A1,12580.0,0.0,910.0,120.0,650.0,130.0,1,75,8,R01-B075-L08
A1-01193,A1,12580.0,0.0,1040.0,120.0,650.0,130.0,1,75,9,R01-B075-L09
A1-01194,A1,12580.0,0.0,1170.0,120.0,650.0,130.0,1,75,10,R01-B075-L10
A1-01195,A1,12580.0,0.0,1300.0,120.0,650.0,130.0,1,75,11,R01-B075-L11
A1-01196,A1,12580.0,0.0,1430.0,120.0,650.0,130.0,1,75,12,R01-B075-L12
A1-01197,A1,12580.0,0.0,1560.0,120.0,650.0,130.0,1,75,13,R01-B075-L13
A1-01198,A1,12580.0,0.0,1690.0,120.0,650.0,130.0,1,75,14,R01-B075-L14
A1-01199,A1,12580.0,0.0,1820.0,120.0,650.0,130.0,1,75,15,R01-B075-L15
A1-01200,A1,12580.0,0.0,1950.0,120.0,650.0,130.0,1,75,16,R01-B075-L16
A1-01201,A1,12750.0,0.0,0.0,120.0,650.0,130.0,1,76,1,R01-B076-L01
A1-01202,A1,12750.0,0.0,130.0,120.0,650.0,130.0,1,76,2,R01-B076-L02
A1-01203,A1,12750.0,0.0,260.0,120.0,650.0,130.0,1,76,3,R01-B076-L03
A1-01204,A1,12750.0,0.0,390.0,120.0,650.0,130.0,1,76,4,R01-B076-L04
A1-01205,A1,12750.0,0.0,520.0,120.0,650.0,130.0,1,76,5,R01-B076-L05
A1-01206,A1,12750.0,0.0,650.0,120.0,650.0,130.0,1,76,6,R01-B076-L06
A1-01207,A1,12750.0,0.0,780.0,120.0,650.0,130.0,1,76,7,R01-B076-L07
A1-01208,A1,12750.0,0.0,910.0,120.0,650.0,130.0,1,76,8,R01-B076-L08
A1-01209,A1,12750.0,0.0,1040.0,120.0,650.0,130.0,1,76,9,R01-B076-L09
A1-01210,A1,12750.0,0.0,1170.0,120.0,650.0,130.0,1,76,10,R01-B076-L10
A1-01211,A1,12750.0,0.0,1300.0,120.0,650.0,130.0,1,76,11,R01-B076-L11
A1-01212,A1,12750.0,0.0,1430.0,120.0,650.0,130.0,1,76,12,R01-B076-L12
A1-01213,A1,12750.0,0.0,1560.0,120.0,650.0,130.0,1,76,13,R01-B076-L13
A1-01214,A1,12750.0,0.0,1690.0,120.0,650.0,130.0,1,76,14,R01-B076-L14
A1-01215,A1,12750.0,0.0,1820.0,120.0,650.0,130.0,1,76,15,R01-B076-L15
A1-01216,A1,12750.0,0.0,1950.0,120.0,650.0,130.0,1,76,16,R01-B076-L16
A1-01217,A1,12920.0,0.0,0.0,120.0,650.0,130.0,1,77,1,R01-B077-L01
A1-01218,A1,12920.0,0.0,130.0,120.0,650.0,130.0,1,77,2,R01-B077-L02
A1-01219,A1,12920.0,0.0,260.0,120.0,650.0,130.0,1,77,3,R01-B077-L03
A1-01220,A1,12920.0,0.0,390.0,120.0,650.0,130.0,1,77,4,R01-B077-L04
A1-01221,A1,12920.0,0.0,520.0,120.0,650.0,130.0,1,77,5,R01-B077-L05
A1-01222,A1,12920.0,0.0,650.0,120.0,650.0,130.0,1,77,6,R01-B077-L06
A1-01223,A1,12920.0,0.0,780.0,120.0,650.0,130.0,1,77,7,R01-B077-L07
A1-01224,A1,12920.0,0.0,910.0,120.0,650.0,130.0,1,77,8,R01-B077-L08
A1-01225,A1,12920.0,0.0,1040.0,120.0,650.0,130.0,1,77,9,R01-B077-L09
A1-01226,A1,12920.0,0.0,1170.0,120.0,650.0,130.0,1,77,10,R01-B077-L10
A1-01227,A1,12920.0,0.0,1300.0,120.0,650.0,130.0,1,77,11,R01-B077-L11
A1-01228,A1,12920.0,0.0,1430.0,120.0,650.0,130.0,1,77,12,R01-B077-L12
A1-01229,A1,12920.0,0.0,1560.0,120.0,650.0,130.0,1,77,13,R01-B077-L13
A1-01230,A1,12920.0,0.0,1690.0,120.0,650.0,130.0,1,77,14,R01-B077-L14
A1-01231,A1,12920.0,0.0,1820.0,120.0,650.0,130.0,1,77,15,R01-B077-L15
A1-01232,A1,12920.0,0.0,1950.0,120.0,650.0,130.0,1,77,16,R01-B077-L16
A1-01233,A1,13090.0,0.0,0.0,120.0,650.0,130.0,1,78,1,R01-B078-L01
A1-01234,A1,13090.0,0.0,130.0,120.0,650.0,130.0,1,78,2,R01-B078-L02
A1-01235,A1,13090.0,0.0,260.0,120.0,650.0,130.0,1,78,3,R01-B078-L03
A1-01236,A1,13090.0,0.0,390.0,120.0,650.0,130.0,1,78,4,R01-B078-L04
A1-01237,A1,13090.0,0.0,520.0,120.0,650.0,130.0,1,78,5,R01-B078-L05
A1-01238,A1,13090.0,0.0,650.0,120.0,650.0,130.0,1,78,6,R01-B078-L06
A1-01239,A1,13090.0,0.0,780.0,120.0,650.0,130.0,1,78,7,R01-B078-L07
A1-01240,A1,13090.0,0.0,910.0,120.0,650.0,130.0,1,78,8,R01-B078-L08
A1-01241,A1,13090.0,0.0,1040.0,120.0,650.0,130.0,1,78,9,R01-B078-L09
A1-01242,A1,13090.0,0.0,1170.0,120.0,650.0,130.0,1,78,10,R01-B078-L10
A1-01243,A1,13090.0,0.0,1300.0,120.0,650.0,130.0,1,78,11,R01-B078-L11
A1-01244,A1,13090.0,0.0,1430.0,120.0,650.0,130.0,1,78,12,R01-B078-L12
A1-01245,A1,13090.0,0.0,1560.0,120.0,650.0,130.0,1,78,13,R01-B078-L13
A1-01246,A1,13090.0,0.0,1690.0,120.0,650.0,130.0,1,78,14,R01-B078-L14
A1-01247,A1,13090.0,0.0,1820.0,120.0,650.0,130.0,1,78,15,R01-B078-L15
A1-01248,A1,13090.0,0.0,1950.0,120.0,650.0,130.0,1,78,16,R01-B078-L16
A1-01249,A1,13260.0,0.0,0.0,120.0,650.0,130.0,1,79,1,R01-B079-L01
A1-01250,A1,13260.0,0.0,130.0,120.0,650.0,130.0,1,79,2,R01-B079-L02
A1-01251,A1,13260.0,0.0,260.0,120.0,650.0,130.0,1,79,3,R01-B079-L03
A1-01252,A1,13260.0,0.0,390.0,120.0,650.0,130.0,1,79,4,R01-B079-L04
A1-01253,A1,13260.0,0.0,520.0,120.0,650.0,130.0,1,79,5,R01-B079-L05
A1-01254,A1,13260.0,0.0,650.0,120.0,650.0,130.0,1,79,6,R01-B079-L06
A1-01255,A1,13260.0,0.0,780.0,120.0,650.0,130.0,1,79,7,R01-B079-L07
A1-01256,A1,13260.0,0.0,910.0,120.0,650.0,130.0,1,79,8,R01-B079-L08
A1-01257,A1,13260.0,0.0,1040.0,120.0,650.0,130.0,1,79,9,R01-B079-L09
A1-01258,A1,13260.0,0.0,1170.0,120.0,650.0,130.0,1,79,10,R01-B079-L10
A1-01259,A1,13260.0,0.0,1300.0,120.0,650.0,130.0,1,79,11,R01-B079-L11
A1-01260,A1,13260.0,0.0,1430.0,120.0,650.0,130.0,1,79,12,R01-B079-L12
A1-01261,A1,13260.0,0.0,1560.0,120.0,650.0,130.0,1,79,13,R01-B079-L13
A1-01262,A1,13260.0,0.0,1690.0,120.0,650.0,130.0,1,79,14,R01-B079-L14
A1-01263,A1,13260.0,0.0,1820.0,120.0,650.0,130.0,1,79,15,R01-B079-L15
A1-01264,A1,13260.0,0.0,1950.0,120.0,650.0,130.0,1,79,16,R01-B079-L16
A1-01265,A1,13430.0,0.0,0.0,120.0,650.0,130.0,1,80,1,R01-B080-L01
A1-01266,A1,13430.0,0.0,130.0,120.0,650.0,130.0,1,80,2,R01-B080-L02
A1-01267,A1,13430.0,0.0,260.0,120.0,650.0,130.0,1,80,3,R01-B080-L03
A1-01268,A1,13430.0,0.0,390.0,120.0,650.0,130.0,1,80,4,R01-B080-L04
A1-01269,A1,13430.0,0.0,520.0,120.0,650.0,130.0,1,80,5,R01-B080-L05
A1-01270,A1,13430.0,0.0,650.0,120.0,650.0,130.0,1,80,6,R01-B080-L06
A1-01271,A1,13430.0,0.0,780.0,120.0,650.0,130.0,1,80,7,R01-B080-L07
A1-01272,A1,13430.0,0.0,910.0,120.0,650.0,130.0,1,80,8,R01-B080-L08
A1-01273,A1,13430.0,0.0,1040.0,120.0,650.0,130.0,1,80,9,R01-B080-L09
A1-01274,A1,13430.0,0.0,1170.0,120.0,650.0,130.0,1,80,10,R01-B080-L10
A1-01275,A1,13430.0,0.0,1300.0,120.0,650.0,130.0,1,80,11,R01-B080-L11
A1-01276,A1,13430.0,0.0,1430.0,120.0,650.0,130.0,1,80,12,R01-B080-L12
A1-01277,A1,13430.0,0.0,1560.0,120.0,650.0,130.0,1,80,13,R01-B080-L13
A1-01278,A1,13430.0,0.0,1690.0,120.0,650.0,130.0,1,80,14,R01-B080-L14
A1-01279,A1,13430.0,0.0,1820.0,120.0,650.0,130.0,1,80,15,R01-B080-L15
A1-01280,A1,13430.0,0.0,1950.0,120.0,650.0,130.0,1,80,16,R01-B080-L16
A1-01281,A1,13600.0,0.0,0.0,120.0,650.0,130.0,1,81,1,R01-B081-L01
A1-01282,A1,13600.0,0.0,130.0,120.0,650.0,130.0,1,81,2,R01-B081-L02
A1-01283,A1,13600.0,0.0,260.0,120.0,650.0,130.0,1,81,3,R01-B081-L03
A1-01284,A1,13600.0,0.0,390.0,120.0,650.0,130.0,1,81,4,R01-B081-L04
A1-01285,A1,13600.0,0.0,520.0,120.0,650.0,130.0,1,81,5,R01-B081-L05
A1-01286,A1,13600.0,0.0,650.0,120.0,650.0,130.0,1,81,6,R01-B081-L06
A1-01287,A1,13600.0,0.0,780.0,120.0,650.0,130.0,1,81,7,R01-B081-L07
A1-01288,A1,13600.0,0.0,910.0,120.0,650.0,130.0,1,81,8,R01-B081-L08
A1-01289,A1,13600.0,0.0,1040.0,120.0,650.0,130.0,1,81,9,R01-B081-L09
A1-01290,A1,13600.0,0.0,1170.0,120.0,650.0,130.0,1,81,10,R01-B081-L10
A1-01291,A1,13600.0,0.0,1300.0,120.0,650.0,130.0,1,81,11,R01-B081-L11
A1-01292,A1,13600.0,0.0,1430.0,120.0,650.0,130.0,1,81,12,R01-B081-L12
A1-01293,A1,13600.0,0.0,1560.0,120.0,650.0,130.0,1,81,13,R01-B081-L13
A1-01294,A1,13600.0,0.0,1690.0,120.0,650.0,130.0,1,81,14,R01-B081-L14
A1-01295,A1,13600.0,0.0,1820.0,120.0,650.0,130.0,1,81,15,R01-B081-L15
A1-01296,A1,13600.0,0.0,1950.0,120.0,650.0,130.0,1,81,16,R01-B081-L16
A1-01297,A1,13770.0,0.0,0.0,120.0,650.0,130.0,1,82,1,R01-B082-L01
A1-01298,A1,13770.0,0.0,130.0,120.0,650.0,130.0,1,82,2,R01-B082-L02
A1-01299,A1,13770.0,0.0,260.0,120.0,650.0,130.0,1,82,3,R01-B082-L03
A1-01300,A1,13770.0,0.0,390.0,120.0,650.0,130.0,1,82,4,R01-B082-L04
A1-01301,A1,13770.0,0.0,520.0,120.0,650.0,130.0,1,82,5,R01-B082-L05
A1-01302,A1,13770.0,0.0,650.0,120.0,650.0,130.0,1,82,6,R01-B082-L06
A1-01303,A1,13770.0,0.0,780.0,120.0,650.0,130.0,1,82,7,R01-B082-L07
A1-01304,A1,13770.0,0.0,910.0,120.0,650.0,130.0,1,82,8,R01-B082-L08
A1-01305,A1,13770.0,0.0,1040.0,120.0,650.0,130.0,1,82,9,R01-B082-L09
A1-01306,A1,13770.0,0.0,1170.0,120.0,650.0,130.0,1,82,10,R01-B082-L10
A1-01307,A1,13770.0,0.0,1300.0,120.0,650.0,130.0,1,82,11,R01-B082-L11
A1-01308,A1,13770.0,0.0,1430.0,120.0,650.0,130.0,1,82,12,R01-B082-L12
A1-01309,A1,13770.0,0.0,1560.0,120.0,650.0,130.0,1,82,13,R01-B082-L13
A1-01310,A1,13770.0,0.0,1690.0,120.0,650.0,130.0,1,82,14,R01-B082-L14
A1-01311,A1,13770.0,0.0,1820.0,120.0,650.0,130.0,1,82,15,R01-B082-L15
A1-01312,A1,13770.0,0.0,1950.0,120.0,650.0,130.0,1,82,16,R01-B082-L16
A1-01313,A1,13940.0,0.0,0.0,120.0,650.0,130.0,1,83,1,R01-B083-L01
A1-01314,A1,13940.0,0.0,130.0,120.0,650.0,130.0,1,83,2,R01-B083-L02
A1-01315,A1,13940.0,0.0,260.0,120.0,650.0,130.0,1,83,3,R01-B083-L03
A1-01316,A1,13940.0,0.0,390.0,120.0,650.0,130.0,1,83,4,R01-B083-L04
A1-01317,A1,13940.0,0.0,520.0,120.0,650.0,130.0,1,83,5,R01-B083-L05
A1-01318,A1,13940.0,0.0,650.0,120.0,650.0,130.0,1,83,6,R01-B083-L06
A1-01319,A1,13940.0,0.0,780.0,120.0,650.0,130.0,1,83,7,R01-B083-L07
A1-01320,A1,13940.0,0.0,910.0,120.0,650.0,130.0,1,83,8,R01-B083-L08
A1-01321,A1,13940.0,0.0,1040.0,120.0,650.0,130.0,1,83,9,R01-B083-L09
A1-01322,A1,13940.0,0.0,1170.0,120.0,650.0,130.0,1,83,10,R01-B083-L10
A1-01323,A1,13940.0,0.0,1300.0,120.0,650.0,130.0,1,83,11,R01-B083-L11
A1-01324,A1,13940.0,0.0,1430.0,120.0,650.0,130.0,1,83,12,R01-B083-L12
A1-01325,A1,13940.0,0.0,1560.0,120.0,650.0,130.0,1,83,13,R01-B083-L13
A1-01326,A1,13940.0,0.0,1690.0,120.0,650.0,130.0,1,83,14,R01-B083-L14
A1-01327,A1,13940.0,0.0,1820.0,120.0,650.0,130.0,1,83,15,R01-B083-L15
A1-01328,A1,13940.0,0.0,1950.0,120.0,650.0,130.0,1,83,16,R01-B083-L16
A1-01329,A1,14110.0,0.0,0.0,120.0,650.0,130.0,1,84,1,R01-B084-L01
A1-01330,A1,14110.0,0.0,130.0,120.0,650.0,130.0,1,84,2,R01-B084-L02
A1-01331,A1,14110.0,0.0,260.0,120.0,650.0,130.0,1,84,3,R01-B084-L03
A1-01332,A1,14110.0,0.0,390.0,120.0,650.0,130.0,1,84,4,R01-B084-L04
A1-01333,A1,14110.0,0.0,520.0,120.0,650.0,130.0,1,84,5,R01-B084-L05
A1-01334,A1,14110.0,0.0,650.0,120.0,650.0,130.0,1,84,6,R01-B084-L06
A1-01335,A1,14110.0,0.0,780.0,120.0,650.0,130.0,1,84,7,R01-B084-L07
A1-01336,A1,14110.0,0.0,910.0,120.0,650.0,130.0,1,84,8,R01-B084-L08
A1-01337,A1,14110.0,0.0,1040.0,120.0,650.0,130.0,1,84,9,R01-B084-L09
A1-01338,A1,14110.0,0.0,1170.0,120.0,650.0,130.0,1,84,10,R01-B084-L10
A1-01339,A1,14110.0,0.0,1300.0,120.0,650.0,130.0,1,84,11,R01-B084-L11
A1-01340,A1,14110.0,0.0,1430.0,120.0,650.0,130.0,1,84,12,R01-B084-L12
A1-01341,A1,14110.0,0.0,1560.0,120.0,650.0,130.0,1,84,13,R01-B084-L13
A1-01342,A1,14110.0,0.0,1690.0,120.0,650.0,130.0,1,84,14,R01-B084-L14
A1-01343,A1,14110.0,0.0,1820.0,120.0,650.0,130.0,1,84,15,R01-B084-L15
A1-01344,A1,14110.0,0.0,1950.0,120.0,650.0,130.0,1,84,16,R01-B084-L16
A1-01345,A1,14280.0,0.0,0.0,120.0,650.0,130.0,1,85,1,R01-B085-L01
A1-01346,A1,14280.0,0.0,130.0,120.0,650.0,130.0,1,85,2,R01-B085-L02
A1-01347,A1,14280.0,0.0,260.0,120.0,650.0,130.0,1,85,3,R01-B085-L03
A1-01348,A1,14280.0,0.0,390.0,120.0,650.0,130.0,1,85,4,R01-B085-L04
A1-01349,A1,14280.0,0.0,520.0,120.0,650.0,130.0,1,85,5,R01-B085-L05
A1-01350,A1,14280.0,0.0,650.0,120.0,650.0,130.0,1,85,6,R01-B085-L06
A1-01351,A1,14280.0,0.0,780.0,120.0,650.0,130.0,1,85,7,R01-B085-L07
A1-01352,A1,14280.0,0.0,910.0,120.0,650.0,130.0,1,85,8,R01-B085-L08
A1-01353,A1,14280.0,0.0,1040.0,120.0,650.0,130.0,1,85,9,R01-B085-L09
A1-01354,A1,14280.0,0.0,1170.0,120.0,650.0,130.0,1,85,10,R01-B085-L10
A1-01355,A1,14280.0,0.0,1300.0,120.0,650.0,130.0,1,85,11,R01-B085-L11
A1-01356,A1,14280.0,0.0,1430.0,120.0,650.0,130.0,1,85,12,R01-B085-L12
A1-01357,A1,14280.0,0.0,1560.0,120.0,650.0,130.0,1,85,13,R01-B085-L13
A1-01358,A1,14280.0,0.0,1690.0,120.0,650.0,130.0,1,85,14,R01-B085-L14
