loc_inst_code,LOCATION_TYPE,ITEM_ID,QTY_ALLOCATED,MAX_UNITS,GRID_X,GRID_Y,GRID_Z,FULL_LAYERS,PARTIAL_UNITS,ORIENT_X_MM,ORIENT_Y_MM,ORIENT_Z_MM,LOCATION_VOL_MM3,LOCATION_VOL_M3,STORED_VOL_M3,UTILIZATION_PCT
A2-00633,A2,38909429,6,6,1,3,2,2,0,235.9,183.6,82.1,23664000.0,0.0,0.0,90.2
A2-00635,A2,31363497,1,1,1,1,1,1,0,176.8,548.0,92.5,23664000.0,0.0,0.0,37.9
A2-00637,A2,70851147,10,54,3,9,2,0,10,68.9,62.7,62.7,23664000.0,0.0,0.0,11.4
A2-00638,A2,40098670,1,1,1,1,1,1,0,130.3,305.0,130.3,23664000.0,0.0,0.0,21.9
A2-00639,A2,69114603,1,180,5,12,3,0,1,45.6,45.6,45.6,23664000.0,0.0,0.0,0.4
A2-00641,A2,20628172,1,1,1,1,1,1,0,126.0,397.2,142.2,23664000.0,0.0,0.0,30.1
A2-00646,A2,62342471,1,9,1,3,3,0,1,183.8,179.6,47.8,23664000.0,0.0,0.0,6.7
A2-00647,A2,54814585,1,1,1,1,1,1,0,184.6,326.3,155.3,23664000.0,0.0,0.0,39.5
A2-00648,A2,51058633,4,4,2,2,1,1,0,104.3,259.5,154.4,23664000.0,0.0,0.0,70.6
A2-00649,A2,58675318,8,8,1,8,1,1,0,206.5,65.9,131.8,23664000.0,0.0,0.0,60.6
A2-00650,A2,78562856,14,15,3,5,1,0,14,74.5,103.0,166.1,23664000.0,0.0,0.0,75.4
A2-00652,A2,54673715,2,3,1,3,1,0,2,212.3,177.4,109.2,23664000.0,0.0,0.0,34.8
A2-00653,A2,13107358,8,8,2,4,1,1,0,104.7,126.0,155.5,23664000.0,0.0,0.0,69.4
A2-00655,A2,51930510,1,1,1,1,1,1,0,230.7,424.8,126.9,23664000.0,0.0,0.0,52.6
A2-00657,A2,37950816,7,7,1,7,1,1,0,199.9,80.5,170.0,23664000.0,0.0,0.0,80.9
A2-00662,A2,23215957,5,5,1,5,1,1,0,226.5,114.5,120.9,23664000.0,0.0,0.0,66.2
A2-00663,A2,36031114,1,6,3,2,1,0,1,63.9,256.7,146.2,23664000.0,0.0,0.0,10.1
A2-00667,A2,56415636,9,16,4,4,1,0,9,54.6,144.3,144.3,23664000.0,0.0,0.0,43.2
A2-00668,A2,23346013,1,1,1,1,1,1,0,120.3,481.0,120.3,23664000.0,0.0,0.0,29.4
A2-00669,A2,78901953,2,2,2,1,1,1,0,98.2,327.7,145.4,23664000.0,0.0,0.0,39.5
A2-00670,A2,83374549,1,21,7,3,1,0,1,34.2,184.8,136.0,23664000.0,0.0,0.0,3.6
A2-00671,A2,96244059,24,24,6,4,1,1,0,35.8,126.8,126.8,23664000.0,0.0,0.0,58.4
A2-00673,A2,23623124,1,1,1,1,1,1,0,150.5,387.2,150.5,23664000.0,0.0,0.0,37.1
A2-00674,A2,58650336,2,7,1,7,1,0,2,149.4,80.9,149.4,23664000.0,0.0,0.0,15.3
A2-00675,A2,45835878,2,2,1,1,2,2,0,234.1,427.5,83.7,23664000.0,0.0,0.0,70.8
A2-00676,A2,81643739,6,48,2,6,4,0,6,86.9,86.9,36.0,23664000.0,0.0,0.0,6.9
A2-00679,A2,65342178,1,20,2,5,2,0,1,114.1,114.1,80.2,23664000.0,0.0,0.0,4.4
A2-00680,A2,65138140,1,12,1,6,2,0,1,185.1,87.0,66.8,23664000.0,0.0,0.0,4.5
A2-00682,A2,10040574,1,1,1,1,1,1,0,132.2,528.6,132.2,23664000.0,0.0,0.0,39.0
A2-00684,A2,93936306,16,16,4,4,1,1,0,55.6,125.4,125.4,23664000.0,0.0,0.0,59.1
A2-00689,A2,69646369,38,120,4,10,3,0,38,56.0,56.0,56.0,23664000.0,0.0,0.0,28.2
A2-00690,A2,68680187,18,18,6,3,1,1,0,37.5,146.0,146.0,23664000.0,0.0,0.0,60.8
A2-00694,A2,90040906,1,12,1,12,1,0,1,221.7,46.0,146.3,23664000.0,0.0,0.0,6.3
A2-00696,A2,60229749,1,1,1,1,1,1,0,123.7,432.4,123.7,23664000.0,0.0,0.0,28.0
A2-00697,A2,98934961,1,2,2,1,1,0,1,111.1,444.5,111.1,23664000.0,0.0,0.0,23.2
A2-00701,A2,88287546,12,12,3,2,2,2,0,65.3,261.3,65.3,23664000.0,0.0,0.0,56.5
A2-00702,A2,17290750,1,3,1,1,3,1,0,186.0,432.9,45.8,23664000.0,0.0,0.0,15.6
A2-00703,A2,66230462,2,8,2,2,2,0,2,94.3,267.0,83.7,23664000.0,0.0,0.0,17.8
A2-00705,A2,49901446,5,5,1,5,1,1,0,207.1,108.0,113.4,23664000.0,0.0,0.0,53.6
A2-00706,A2,94624291,4,4,2,2,1,1,0,87.1,278.5,103.6,23664000.0,0.0,0.0,42.5
A2-00711,A2,26466873,10,16,4,4,1,0,10,48.1,140.9,140.9,23664000.0,0.0,0.0,40.4
A2-00712,A2,42650816,16,56,4,7,2,0,16,59.3,81.5,81.5,23664000.0,0.0,0.0,26.6
A2-00715,A2,62857238,1,1,1,1,1,1,0,131.7,526.8,131.7,23664000.0,0.0,0.0,38.6
A2-00718,A2,73115990,1,40,2,5,4,0,1,112.1,112.1,36.8,23664000.0,0.0,0.0,2.0
A2-00720,A2,25617371,2,5,1,5,1,0,2,236.8,106.6,156.7,23664000.0,0.0,0.0,33.4
A2-00722,A2,54814585,1,1,1,1,1,1,0,184.6,326.3,155.3,23664000.0,0.0,0.0,39.5
A2-00724,A2,57817951,1,4,4,1,1,0,1,57.8,479.8,119.9,23664000.0,0.0,0.0,14.1
A2-00725,A2,42392185,42,42,6,7,1,1,0,39.5,77.7,167.4,23664000.0,0.0,0.0,91.2
A2-00726,A2,72682587,1,10,2,5,1,0,1,114.8,109.2,114.8,23664000.0,0.0,0.0,6.1
A2-00728,A2,15524720,20,20,2,5,2,2,0,109.3,109.3,76.5,23664000.0,0.0,0.0,77.2
A2-00729,A2,15777176,2,2,1,1,2,2,0,235.2,439.2,59.7,23664000.0,0.0,0.0,52.1
A2-00731,A2,90175646,1,54,3,9,2,0,1,62.5,62.5,62.5,23664000.0,0.0,0.0,1.0
A2-00733,A2,67234042,4,4,2,2,1,1,0,81.3,251.1,152.1,23664000.0,0.0,0.0,52.5
A2-00734,A2,23588970,1,1,1,1,1,1,0,227.0,470.8,105.6,23664000.0,0.0,0.0,47.7
A2-00735,A2,15190968,6,6,2,3,1,1,0,98.8,163.1,163.1,23664000.0,0.0,0.0,66.6
A2-00736,A2,66974358,1,18,6,3,1,0,1,34.7,145.4,145.4,23664000.0,0.0,0.0,3.1
A2-00742,A2,87462506,1,1,1,1,1,1,0,165.8,508.6,165.8,23664000.0,0.0,0.0,59.1
A2-00743,A2,88538691,5,5,1,5,1,1,0,197.3,108.0,147.8,23664000.0,0.0,0.0,66.5
A2-00744,A2,90167492,24,24,3,8,1,1,0,69.2,69.2,165.4,23664000.0,0.0,0.0,80.3
A2-00745,A2,68696293,1,18,3,3,2,0,1,74.3,176.6,74.3,23664000.0,0.0,0.0,4.1
A2-00746,A2,62755039,1,1,1,1,1,1,0,143.8,464.1,143.8,23664000.0,0.0,0.0,40.6
A2-00750,A2,68115412,3,4,2,1,2,1,1,107.4,429.7,69.8,23664000.0,0.0,0.0,40.8
A2-00751,A2,36485002,16,24,2,6,2,1,4,106.2,96.2,60.0,23664000.0,0.0,0.0,41.4
A2-00752,A2,72544030,10,10,2,5,1,1,0,107.7,115.9,153.1,23664000.0,0.0,0.0,80.8
A2-00754,A2,77666725,1,4,1,2,2,0,1,198.0,256.2,80.2,23664000.0,0.0,0.0,17.2
A2-00756,A2,17174581,1,1,1,1,1,1,0,138.9,377.0,169.7,23664000.0,0.0,0.0,37.6
A2-00757,A2,48814057,16,16,1,8,2,2,0,224.7,69.1,69.1,23664000.0,0.0,0.0,72.5
A2-00758,A2,37031433,1,280,5,14,4,0,1,41.1,41.1,41.1,23664000.0,0.0,0.0,0.3
A2-00759,A2,16397043,16,16,2,4,2,2,0,101.7,125.5,68.5,23664000.0,0.0,0.0,59.1
A2-00760,A2,49718551,10,12,3,4,1,0,10,60.5,129.5,158.5,23664000.0,0.0,0.0,52.5
A2-00765,A2,24651296,1,8,1,8,1,0,1,215.0,68.8,158.1,23664000.0,0.0,0.0,9.9
A2-00766,A2,56838560,1,2,2,1,1,0,1,88.7,429.7,155.9,23664000.0,0.0,0.0,25.1
A2-00767,A2,20230274,1,48,3,8,2,0,1,64.5,64.5,64.5,23664000.0,0.0,0.0,1.1
A2-00770,A2,43380337,4,120,4,10,3,0,4,52.8,52.8,52.8,23664000.0,0.0,0.0,2.5
A2-00771,A2,52729301,1,12,2,6,1,0,1,101.6,92.6,127.9,23664000.0,0.0,0.0,5.1
A2-00773,A2,22837967,1,1,1,1,1,1,0,230.8,346.1,155.6,23664000.0,0.0,0.0,52.5
A2-00777,A2,18147446,1,12,2,3,2,0,1,108.6,176.7,70.2,23664000.0,0.0,0.0,5.7
A2-00782,A2,93542276,3,6,1,2,3,1,1,207.0,198.6,49.8,23664000.0,0.0,0.0,26.0
A2-00783,A2,70452905,9,9,3,3,1,1,0,73.9,170.3,159.4,23664000.0,0.0,0.0,76.3
A2-00784,A2,10138112,1,1,1,1,1,1,0,175.5,359.5,144.7,23664000.0,0.0,0.0,38.6
A2-00786,A2,20628172,1,1,1,1,1,1,0,126.0,397.2,142.2,23664000.0,0.0,0.0,30.1
A2-00791,A2,70962158,1,16,1,4,4,0,1,197.6,137.9,40.7,23664000.0,0.0,0.0,4.7
A2-00797,A2,91240088,1,4,2,2,1,0,1,87.8,244.9,148.9,23664000.0,0.0,0.0,13.5
A2-00798,A2,81895092,2,7,1,7,1,0,2,219.5,77.9,153.4,23664000.0,0.0,0.0,22.2
A2-00800,A2,62320368,1,1,1,1,1,1,0,127.2,388.3,153.8,23664000.0,0.0,0.0,32.1
A2-00801,A2,77054974,13,32,2,4,4,1,5,119.0,119.0,38.9,23664000.0,0.0,0.0,30.3
A2-00802,A2,92736026,8,8,4,2,1,1,0,57.5,242.7,165.1,23664000.0,0.0,0.0,77.9
A2-00803,A2,68265703,4,6,1,6,1,0,4,188.9,92.6,139.6,23664000.0,0.0,0.0,41.3
A2-00804,A2,54489294,1,1,1,1,1,1,0,155.5,413.3,155.5,23664000.0,0.0,0.0,42.2
A2-00805,A2,20628172,1,1,1,1,1,1,0,126.0,397.2,142.2,23664000.0,0.0,0.0,30.1
A2-00808,A2,73415086,6,6,1,3,2,2,0,195.4,179.6,84.2,23664000.0,0.0,0.0,74.9
A2-00809,A2,34997309,2,2,1,1,2,2,0,222.3,448.7,65.2,23664000.0,0.0,0.0,55.0
A2-00814,A2,18445804,1,12,3,2,2,0,1,74.0,261.8,79.3,23664000.0,0.0,0.0,6.5
A2-00815,A2,63491126,12,12,3,2,2,2,0,77.5,247.6,77.5,23664000.0,0.0,0.0,75.4
A2-00816,A2,84050553,12,12,1,4,3,3,0,182.7,126.7,56.6,23664000.0,0.0,0.0,66.4
A2-00819,A2,14742315,4,4,1,2,2,2,0,198.9,256.9,77.0,23664000.0,0.0,0.0,66.5
A2-00821,A2,69252343,4,30,2,5,3,0,4,103.8,103.8,54.5,23664000.0,0.0,0.0,9.9
A2-00825,A2,22837967,1,1,1,1,1,1,0,230.8,346.1,155.6,23664000.0,0.0,0.0,52.5
A2-00827,A2,35519396,1,6,3,2,1,0,1,72.4,242.3,168.3,23664000.0,0.0,0.0,12.5
A2-00828,A2,96551532,3,10,1,10,1,0,3,232.3,55.1,150.9,23664000.0,0.0,0.0,24.5
A2-00830,A2,24657203,1,120,4,10,3,0,1,56.0,56.0,56.0,23664000.0,0.0,0.0,0.7
A2-00832,A2,89427106,14,15,5,3,1,0,14,47.6,174.8,160.9,23664000.0,0.0,0.0,79.2
A2-00834,A2,54814585,1,1,1,1,1,1,0,184.6,326.3,155.3,23664000.0,0.0,0.0,39.5
A2-00838,A2,88287546,12,12,3,2,2,2,0,65.3,261.3,65.3,23664000.0,0.0,0.0,56.5
A2-00839,A2,88538691,5,5,1,5,1,1,0,197.3,108.0,147.8,23664000.0,0.0,0.0,66.5
A2-00841,A2,42238719,8,8,1,4,2,2,0,186.5,128.3,81.6,23664000.0,0.0,0.0,66.0
A2-00842,A2,21085466,10,10,2,5,1,1,0,104.3,104.3,162.8,23664000.0,0.0,0.0,74.8
A2-00843,A2,86624645,1,28,2,7,2,0,1,82.0,82.0,82.0,23664000.0,0.0,0.0,2.3
A2-00845,A2,73019902,1,1,1,1,1,1,0,202.8,383.2,89.9,23664000.0,0.0,0.0,29.5
A2-00847,A2,64098847,12,12,3,4,1,1,0,69.4,127.1,127.1,23664000.0,0.0,0.0,56.9
A2-00848,A2,72985085,6,6,1,6,1,1,0,183.4,93.0,93.0,23664000.0,0.0,0.0,40.2
A2-00850,A2,68680187,18,18,6,3,1,1,0,37.5,146.0,146.0,23664000.0,0.0,0.0,60.8
A2-00852,A2,71087565,13,18,6,3,1,0,13,36.6,183.5,128.6,23664000.0,0.0,0.0,47.4
A2-00853,A2,10487244,3,54,3,9,2,0,3,75.2,64.1,75.2,23664000.0,0.0,0.0,4.6
A2-00854,A2,25433635,4,132,4,11,3,0,4,52.6,52.6,52.6,23664000.0,0.0,0.0,2.5
A2-00855,A2,20628172,1,1,1,1,1,1,0,126.0,397.2,142.2,23664000.0,0.0,0.0,30.1
A2-00856,A2,40315478,2,2,1,2,1,1,0,173.5,259.6,112.4,23664000.0,0.0,0.0,42.8
A2-00857,A2,57916548,28,28,7,4,1,1,0,34.2,132.1,159.1,23664000.0,0.0,0.0,85.0
A2-00859,A2,15524720,20,20,2,5,2,2,0,109.3,109.3,76.5,23664000.0,0.0,0.0,77.2
A2-00861,A2,18796696,8,8,2,2,2,2,0,108.1,245.6,65.0,23664000.0,0.0,0.0,58.3
A2-00865,A2,56982262,1,1,1,1,1,1,0,191.7,419.0,116.3,23664000.0,0.0,0.0,39.5
A2-00867,A2,23097454,3,3,3,1,1,1,0,60.8,489.0,133.3,23664000.0,0.0,0.0,50.2
A2-00870,A2,32048079,4,4,1,2,2,2,0,179.1,284.5,79.3,23664000.0,0.0,0.0,68.3
A2-00871,A2,91271520,8,10,2,5,1,0,8,97.1,97.1,97.1,23664000.0,0.0,0.0,30.9
A2-00873,A2,14007567,1,36,3,6,2,0,1,79.1,84.0,83.1,23664000.0,0.0,0.0,2.3
A2-00874,A2,67011338,5,8,2,4,1,0,5,113.6,129.3,160.2,23664000.0,0.0,0.0,49.7
A2-00875,A2,87462506,1,1,1,1,1,1,0,165.8,508.6,165.8,23664000.0,0.0,0.0,59.1
A2-00878,A2,23947016,14,48,3,8,2,0,14,68.3,68.3,68.3,23664000.0,0.0,0.0,18.8
A2-00879,A2,94624291,4,4,2,2,1,1,0,87.1,278.5,103.6,23664000.0,0.0,0.0,42.5
A2-00881,A2,36616930,1,1,1,1,1,1,0,221.3,332.9,147.8,23664000.0,0.0,0.0,46.0
A2-00887,A2,36616930,1,1,1,1,1,1,0,221.3,332.9,147.8,23664000.0,0.0,0.0,46.0
A2-00888,A2,11809691,3,40,2,5,4,0,3,99.2,99.2,41.0,23664000.0,0.0,0.0,5.1
A2-00889,A2,35699838,1,40,2,5,4,0,1,110.9,110.9,35.7,23664000.0,0.0,0.0,1.9
A2-00891,A2,36616930,1,1,1,1,1,1,0,221.3,332.9,147.8,23664000.0,0.0,0.0,46.0
A2-00892,A2,68844354,1,6,1,2,3,0,1,193.5,261.8,54.3,23664000.0,0.0,0.0,11.6
A2-00894,A2,73872780,1,8,2,4,1,0,1,96.2,137.0,135.9,23664000.0,0.0,0.0,7.6
A2-00899,A2,57475473,2,2,1,1,2,2,0,209.5,497.2,76.3,23664000.0,0.0,0.0,67.2
A2-00901,A2,18405871,2,2,2,1,1,1,0,98.1,348.0,98.1,23664000.0,0.0,0.0,28.3
A2-00902,A2,44847519,1,176,4,11,4,0,1,49.3,49.3,40.3,23664000.0,0.0,0.0,0.4
A2-00903,A2,58007517,16,16,4,4,1,1,0,53.5,129.6,129.6,23664000.0,0.0,0.0,60.8
A2-00904,A2,87434435,1,1,1,1,1,1,0,135.8,543.2,135.8,23664000.0,0.0,0.0,42.3
A2-00906,A2,29495284,5,5,1,5,1,1,0,210.2,99.3,154.7,23664000.0,0.0,0.0,68.2
A2-00907,A2,95308390,3,36,3,6,2,0,3,66.3,84.5,84.5,23664000.0,0.0,0.0,6.0
A2-00908,A2,89414423,2,2,1,2,1,1,0,145.0,281.2,145.0,23664000.0,0.0,0.0,50.0
A2-00909,A2,16462150,1,9,1,3,3,0,1,174.2,174.2,46.3,23664000.0,0.0,0.0,5.9
A2-00912,A2,29971628,1,12,1,6,2,0,1,235.4,89.5,68.4,23664000.0,0.0,0.0,6.1
A2-00915,A2,72985085,6,6,1,6,1,1,0,183.4,93.0,93.0,23664000.0,0.0,0.0,40.2
A2-00916,A2,68222639,2,2,1,2,1,1,0,212.5,281.1,151.0,23664000.0,0.0,0.0,76.2
A2-00919,A2,82265635,6,6,1,6,1,1,0,169.1,88.9,169.1,23664000.0,0.0,0.0,64.5
A2-00922,A2,75336730,2,8,2,2,2,0,2,105.1,248.6,76.1,23664000.0,0.0,0.0,16.8
A2-00926,A2,79300108,1,4,2,2,1,0,1,100.0,251.3,145.7,23664000.0,0.0,0.0,15.5
A2-00927,A2,79404176,3,3,1,1,3,3,0,208.0,465.0,43.2,23664000.0,0.0,0.0,53.0
A2-00929,A2,32048079,4,4,1,2,2,2,0,179.1,284.5,79.3,23664000.0,0.0,0.0,68.3
A2-00931,A2,62327842,5,5,1,5,1,1,0,218.5,103.8,107.4,23664000.0,0.0,0.0,51.5
A2-00932,A2,23588970,1,1,1,1,1,1,0,227.0,470.8,105.6,23664000.0,0.0,0.0,47.7
A2-00935,A2,12113308,1,6,1,6,1,0,1,193.2,91.9,126.3,23664000.0,0.0,0.0,9.5
A2-00939,A2,89069779,1,12,2,3,2,0,1,113.7,168.2,84.6,23664000.0,0.0,0.0,6.8
A2-00941,A2,62320368,1,1,1,1,1,1,0,127.2,388.3,153.8,23664000.0,0.0,0.0,32.1
A2-00945,A2,44275817,5,48,3,8,2,0,5,71.0,68.8,71.0,23664000.0,0.0,0.0,7.3
A2-00946,A2,97407142,36,36,2,6,3,3,0,88.3,88.3,44.4,23664000.0,0.0,0.0,52.7
A2-00949,A2,34089142,1,2,1,1,2,1,0,179.7,426.2,73.1,23664000.0,0.0,0.0,23.7
A2-00952,A2,68680187,18,18,6,3,1,1,0,37.5,146.0,146.0,23664000.0,0.0,0.0,60.8
A2-00956,A2,10066449,7,12,3,4,1,0,7,77.9,137.1,167.0,23664000.0,0.0,0.0,52.8
A3-00001,A3,92067438,76,81,3,9,3,2,22,67.8,67.8,67.8,42768000.0,0.0,0.0,55.4
A3-00002,A3,91537988,2,81,3,9,3,0,2,77.4,68.1,77.4,42768000.0,0.0,0.0,1.9
A3-00003,A3,42392185,26,54,6,3,3,1,8,39.5,167.4,77.7,42768000.0,0.0,0.0,31.2
A3-00004,A3,77296443,2,714,7,17,6,0,2,38.1,38.1,38.1,42768000.0,0.0,0.0,0.3
A3-00005,A3,38909429,3,9,3,3,1,0,3,82.1,183.6,235.9,42768000.0,0.0,0.0,24.9
A3-00006,A3,14162685,3,20,2,5,2,0,3,131.9,131.9,89.5,42768000.0,0.0,0.0,10.9
A3-00007,A3,81682438,1,1,1,1,1,1,0,158.1,632.3,158.1,42768000.0,0.0,0.0,37.0
A3-00008,A3,78476434,2,20,2,5,2,0,2,127.9,127.9,80.5,42768000.0,0.0,0.0,6.2
A3-00011,A3,34997309,4,4,4,1,1,1,0,65.2,448.7,222.3,42768000.0,0.0,0.0,60.8
A3-00018,A3,20705586,2,2,2,1,1,1,0,106.9,376.1,175.7,42768000.0,0.0,0.0,33.0
A3-00019,A3,29516562,12,12,3,2,2,2,0,84.1,306.4,84.1,42768000.0,0.0,0.0,60.8
A3-00021,A3,93509903,1,6,3,1,2,0,1,84.4,448.6,112.1,42768000.0,0.0,0.0,9.9
A3-00022,A3,55872560,14,14,1,7,2,2,0,235.3,91.6,114.2,42768000.0,0.0,0.0,80.6
A3-00023,A3,61373863,3,3,1,1,3,3,0,263.4,365.0,61.7,42768000.0,0.0,0.0,41.6
A3-00024,A3,61669769,2,2,1,2,1,1,0,163.6,284.0,163.6,42768000.0,0.0,0.0,35.5
A3-00025,A3,88538691,8,8,1,4,2,2,0,197.3,147.8,108.0,42768000.0,0.0,0.0,58.9
A3-00026,A3,45859202,4,28,2,7,2,0,4,100.9,93.9,100.9,42768000.0,0.0,0.0,8.9
A3-00028,A3,53421735,1,2,1,2,1,0,1,194.0,273.2,222.8,42768000.0,0.0,0.0,27.6
A3-00030,A3,10019629,8,36,3,4,3,0,8,83.8,155.9,68.8,42768000.0,0.0,0.0,16.8
A3-00031,A3,61373863,3,3,1,1,3,3,0,263.4,365.0,61.7,42768000.0,0.0,0.0,41.6
A3-00032,A3,65375743,1,8,1,4,2,0,1,218.2,141.7,90.1,42768000.0,0.0,0.0,6.5
A3-00033,A3,59139476,1,1,1,1,1,1,0,161.4,487.0,205.9,42768000.0,0.0,0.0,37.8
A3-00034,A3,50519450,6,6,3,2,1,1,0,84.2,324.8,210.7,42768000.0,0.0,0.0,80.8
A3-00036,A3,96927042,1,12,3,2,2,0,1,84.3,328.7,84.3,42768000.0,0.0,0.0,5.5
A3-00037,A3,16550216,1,8,1,4,2,0,1,258.4,149.6,88.2,42768000.0,0.0,0.0,8.0
A3-00039,A3,37347901,8,8,2,2,2,2,0,104.9,296.5,104.9,42768000.0,0.0,0.0,61.0
A3-00040,A3,20187174,1,1,1,1,1,1,0,147.6,391.0,147.6,42768000.0,0.0,0.0,19.9
A3-00041,A3,31243561,4,4,2,1,2,2,0,97.0,433.7,108.4,42768000.0,0.0,0.0,42.7
A3-00042,A3,83798039,9,120,4,10,3,0,9,65.7,65.7,65.7,42768000.0,0.0,0.0,6.0
A3-00043,A3,67876743,9,27,3,3,3,1,0,86.3,185.8,68.6,42768000.0,0.0,0.0,23.1
A3-00044,A3,15524720,28,36,2,6,3,2,4,109.3,109.3,76.5,42768000.0,0.0,0.0,59.8
A3-00046,A3,79027877,1,1,1,1,1,1,0,266.7,488.4,159.3,42768000.0,0.0,0.0,48.5
A3-00047,A3,56897799,12,14,1,7,2,1,5,241.4,89.3,89.3,42768000.0,0.0,0.0,54.0
A3-00048,A3,44272209,17,20,2,5,2,1,7,124.0,124.0,97.3,42768000.0,0.0,0.0,59.5
A3-00049,A3,75308954,1,14,1,7,2,0,1,255.0,89.5,95.7,42768000.0,0.0,0.0,5.1
A3-00051,A3,82831631,2,2,1,2,1,1,0,266.2,287.1,167.9,42768000.0,0.0,0.0,60.0
A3-00052,A3,23588970,2,2,2,1,1,1,0,105.6,470.8,227.0,42768000.0,0.0,0.0,52.8
A3-00053,A3,31363497,2,2,2,1,1,1,0,92.5,548.0,176.8,42768000.0,0.0,0.0,41.9
A3-00054,A3,14049038,5,5,5,1,1,1,0,45.6,333.7,203.1,42768000.0,0.0,0.0,36.1
A3-00056,A3,16080119,1,72,3,8,3,0,1,80.2,80.2,62.8,42768000.0,0.0,0.0,0.9
A3-00058,A3,60774755,16,16,4,4,1,1,0,62.2,143.9,143.9,42768000.0,0.0,0.0,48.2
A3-00059,A3,35155244,3,3,3,1,1,1,0,78.5,471.1,193.8,42768000.0,0.0,0.0,50.3
A3-00062,A3,17864020,1,8,1,4,2,0,1,148.8,148.8,111.7,42768000.0,0.0,0.0,5.8
A3-00065,A3,27836970,1,1,1,1,1,1,0,201.4,342.3,227.5,42768000.0,0.0,0.0,36.7
A3-00066,A3,16585194,19,24,2,12,1,0,19,130.7,54.8,226.6,42768000.0,0.0,0.0,72.1
A3-00067,A3,76452098,1,12,1,4,3,0,1,139.1,139.1,70.9,42768000.0,0.0,0.0,3.2
A3-00068,A3,86686147,2,2,1,2,1,1,0,199.2,285.7,214.5,42768000.0,0.0,0.0,57.1
A3-00069,A3,77985272,1,1,1,1,1,1,0,263.1,451.5,181.9,42768000.0,0.0,0.0,50.5
A3-00071,A3,65035847,2,12,2,1,6,1,0,127.5,510.0,38.5,42768000.0,0.0,0.0,11.7
A3-00073,A3,29874043,1,9,1,3,3,0,1,256.4,192.2,75.7,42768000.0,0.0,0.0,8.7
A3-00074,A3,44287505,6,8,1,4,2,1,2,162.6,162.6,95.3,42768000.0,0.0,0.0,35.3
A3-00077,A3,28070015,1,4,2,2,1,0,1,127.6,303.9,127.6,42768000.0,0.0,0.0,11.6
A3-00079,A3,96641160,1,20,1,4,5,0,1,219.2,158.5,46.4,42768000.0,0.0,0.0,3.8
A3-00082,A3,82265635,9,9,3,3,1,1,0,88.9,169.1,169.1,42768000.0,0.0,0.0,53.5
A3-00083,A3,16693234,1,2,2,1,1,0,1,120.2,480.9,120.2,42768000.0,0.0,0.0,16.2
A3-00084,A3,67967859,2,12,3,4,1,0,2,82.0,153.6,201.1,42768000.0,0.0,0.0,11.8
A3-00085,A3,17693694,5,36,2,9,2,0,5,105.0,67.9,105.0,42768000.0,0.0,0.0,8.8
A3-00087,A3,74405887,4,4,2,1,2,2,0,115.8,463.1,115.8,42768000.0,0.0,0.0,58.1
A3-00089,A3,53217213,6,8,1,4,2,1,2,160.5,160.5,111.4,42768000.0,0.0,0.0,40.3
A3-00090,A3,88538691,8,8,1,4,2,2,0,197.3,147.8,108.0,42768000.0,0.0,0.0,58.9
A3-00092,A3,53217213,8,8,1,4,2,2,0,160.5,160.5,111.4,42768000.0,0.0,0.0,53.7
A3-00093,A3,35709911,2,20,2,5,2,0,2,135.0,124.0,81.9,42768000.0,0.0,0.0,6.4
A3-00095,A3,12436674,2,8,1,4,2,0,2,160.1,160.1,99.2,42768000.0,0.0,0.0,11.9
A3-00098,A3,79027877,1,1,1,1,1,1,0,266.7,488.4,159.3,42768000.0,0.0,0.0,48.5
A3-00099,A3,62320368,2,2,2,1,1,1,0,127.2,388.3,153.8,42768000.0,0.0,0.0,35.5
A3-00100,A3,79027877,1,1,1,1,1,1,0,266.7,488.4,159.3,42768000.0,0.0,0.0,48.5
A3-00102,A3,11414623,10,12,3,1,4,3,1,87.6,347.8,55.6,42768000.0,0.0,0.0,39.6
A3-00103,A3,61669769,2,2,1,2,1,1,0,163.6,284.0,163.6,42768000.0,0.0,0.0,35.5
A3-00107,A3,36616930,1,1,1,1,1,1,0,147.8,332.9,221.3,42768000.0,0.0,0.0,25.5
A3-00108,A3,94157198,1,2,2,1,1,0,1,133.1,405.5,157.1,42768000.0,0.0,0.0,19.8
A3-00109,A3,97461102,2,2,1,2,1,1,0,158.4,316.3,158.4,42768000.0,0.0,0.0,37.1
A3-00110,A3,53767952,13,28,7,4,1,0,13,36.4,155.4,228.3,42768000.0,0.0,0.0,39.3
A3-00111,A3,22837967,1,1,1,1,1,1,0,155.6,346.1,230.8,42768000.0,0.0,0.0,29.1
A3-00114,A3,84096354,1,2,2,1,1,0,1,120.8,346.5,225.1,42768000.0,0.0,0.0,22.0
A3-00115,A3,24385735,4,4,2,1,2,2,0,119.2,338.6,119.2,42768000.0,0.0,0.0,45.0
A3-00118,A3,66019556,4,4,2,1,2,2,0,120.2,415.3,112.6,42768000.0,0.0,0.0,52.6
A3-00119,A3,76810990,1,12,1,3,4,0,1,266.8,189.5,56.3,42768000.0,0.0,0.0,6.7
A3-00120,A3,79027877,1,1,1,1,1,1,0,266.7,488.4,159.3,42768000.0,0.0,0.0,48.5
A3-00124,A3,50810070,4,8,1,4,2,1,0,264.9,164.5,115.2,42768000.0,0.0,0.0,47.0
